Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
2, AAU, Almaden Minerals Ltd., Basic Materials, Gold, Canada, 76.00M, -, -, -, 0.98, -, 20.80%, -, -, -37.20%, -, -4.60%, -4.90%, -, 19.50, 19.50, 0.03, 0.04, -, -, -, -5.00%, -26.14%, -44.68%, 16.15%, 17.46%, 4.74%
4, AEM, Agnico Eagle Mines Limited, Basic Materials, Gold, Canada, 17.42B, 22.49, 0.67, 5.12, 3.06, 45.01, 6.00%, 12.24%, 38.68%, 723.80%, 39.10%, 7.20%, 12.10%, 7.20%, 2.30, 0.80, 0.29, 0.30, 56.60%, 28.10%, 19.70%, 12.78%, 29.61%, 12.46%, 12.11%, 1.76%, 2.81%
6, AGI, Alamos Gold Inc., Basic Materials, Gold, Canada, 3.59B, 29.45, -, 4.49, 1.24, -, 53.80%, 55.00%, -, -, 28.50%, -, -, -, -, -, -, -, -, -, -, 10.67%, 26.81%, 12.44%, 12.72%, 4.34%, 3.38%
8, ALTO, Alto Ingredients Inc., Basic Materials, Specialty Chemicals, USA, 494.38M, 7.17, 1.25, 0.61, 1.55, 15.90, 85.30%, 34.78%, 20.00%, 112.80%, -29.80%, 2.70%, 5.10%, 2.50%, 2.10, 1.70, 0.21, 0.34, 9.90%, 4.80%, 1.70%, 14.60%, -6.58%, -0.60%, 900.00%, 22.84%, 7.28%
10, AMRS, Amyris Inc., Basic Materials, Specialty Chemicals, USA, 4.40B, -, -, 13.70, -, -, 29.60%, 87.40%, 30.00%, -120.80%, 507.90%, -, -, -269.30%, 1.70, 1.40, -, -, 69.30%, -, -, -3.66%, -9.13%, 394.10%, 281.50%, 130.45%, 8.50%
12, ASH, Ashland Global Holdings Inc., Basic Materials, Chemicals, USA, 5.72B, 16.26, 3.97, 2.45, 1.86, 22.59, 76.10%, 18.24%, 9.50%, 107.40%, -2.00%, 2.00%, 4.50%, -8.90%, 2.50, 1.60, 0.50, 0.53, 31.10%, 7.80%, 6.00%, 8.90%, 10.81%, 24.82%, 41.21%, 19.75%, 2.20%
14, ASM, Avino Silver & Gold Mines Ltd., Basic Materials, Silver, Canada, 129.90M, 10.65, -, 14.60, 1.64, -, -169.60%, 105.00%, -, -530.00%, -, -12.50%, -14.70%, -5.10%, 8.40, 8.00, 0.00, 0.03, -14.90%, -, -, 5.65%, -3.68%, 43.33%, 89.86%, 0.77%, 6.67%
16, AUMN, Golden Minerals Company, Basic Materials, Other Precious Metals & Mining, USA, 115.86M, 36.87, -, 18.69, 10.53, -, -29.40%, 33.33%, -, 36.30%, 50.00%, -54.80%, -89.20%, -73.70%, 3.60, 3.10, 0.00, 0.00, 52.40%, -, -, -1.68%, -2.46%, 44.62%, 116.37%, -2.97%, 5.22%
18, AVD, American Vanguard Corporation, Basic Materials, Agricultural Inputs, USA, 567.15M, 19.67, -, 1.18, 1.52, 9.76, 10.80%, 32.62%, -1.00%, 479.60%, 21.00%, 2.60%, 5.10%, 4.20%, 2.20, 1.20, 0.40, 0.40, 37.40%, 5.20%, 3.70%, -8.64%, -9.63%, 18.49%, 38.27%, 18.49%, 2.91%
20, AVTR, Avantor Inc., Basic Materials, Specialty Chemicals, USA, 18.61B, 22.82, 4.63, 2.79, 10.37, 25.17, 110.70%, 10.94%, 24.28%, 372.30%, 17.60%, 1.70%, 10.30%, 6.30%, 1.80, 1.20, 2.56, 2.57, 32.90%, 6.90%, 2.50%, -1.62%, 12.93%, 23.46%, 69.48%, 14.21%, 2.66%
1, AA, Alcoa Corporation, Basic Materials, Aluminum, USA, 7.28B, 10.26, -, 0.75, 2.27, 47.61, 85.00%, -5.96%, -, 116.40%, 20.50%, -0.50%, -2.20%, 2.40%, 1.50, 1.10, 0.68, 0.91, 15.70%, 5.50%, -0.80%, 6.73%, 52.64%, 94.75%, 330.73%, 72.10%, 5.44%
3, ACH, Aluminum Corporation of China Limited, Basic Materials, Aluminum, China, 13.03B, -, -, 0.45, 1.17, 8.45, -24.30%, -, -, 407.80%, 4.10%, 0.20%, 0.90%, 3.70%, 0.70, 0.40, 1.06, 1.70, 7.20%, 3.20%, 0.30%, 7.87%, 18.79%, 63.18%, 207.55%, 69.01%, 2.34%
5, AG, First Majestic Silver Corp., Basic Materials, Silver, Canada, 4.47B, 254.00, 3.52, 12.28, 4.64, -, 250.00%, 16.70%, 46.80%, -, 21.40%, -, -, -, -, -, -, -, -, -, -, 14.41%, 5.77%, 73.97%, 77.62%, 32.29%, 5.16%
7, ALB, Albemarle Corporation, Basic Materials, Specialty Chemicals, USA, 19.68B, 32.94, 1.94, 6.11, 3.27, -, -29.90%, 40.15%, 25.61%, -16.10%, 12.20%, 3.50%, 8.00%, 5.60%, 2.10, 1.40, 0.35, 0.35, 31.60%, 15.70%, 11.30%, -0.32%, 9.24%, 24.01%, 118.35%, 13.26%, 3.62%
9, AMR, Alpha Metallurgical Resources Inc., Basic Materials, Coking Coal, USA, 338.61M, 12.69, -, 0.25, 2.14, -, -13.00%, 144.70%, -, 10.20%, -4.10%, -24.10%, -156.80%, -21.50%, 1.80, 1.40, 3.23, 3.41, 7.60%, -12.30%, -33.00%, 50.23%, 31.79%, 154.94%, 417.19%, 74.67%, 8.71%
11, APD, Air Products and Chemicals Inc., Basic Materials, Chemicals, USA, 66.02B, 27.58, 2.89, 7.13, 5.22, -, 8.40%, 19.75%, 12.28%, -3.90%, 12.90%, 7.40%, 15.40%, 8.80%, 2.90, 2.80, 0.56, 0.63, 32.10%, 23.60%, 20.40%, 2.52%, 14.73%, 7.74%, 24.01%, 9.68%, 1.61%
13, ASIX, AdvanSix Inc., Basic Materials, Chemicals, USA, 902.31M, 9.33, 1.37, 0.73, 1.87, 10.47, 14.40%, 7.10%, 10.00%, 220.10%, 24.30%, 5.20%, 14.90%, 7.50%, 1.20, 0.60, 0.52, 0.00, 13.10%, 7.20%, 5.30%, 3.40%, 8.65%, 70.03%, 167.40%, 58.38%, 4.17%
15, AU, AngloGold Ashanti Limited, Basic Materials, Gold, South Africa, 10.11B, 9.36, 0.28, 2.25, 2.74, 15.59, 159.20%, 6.01%, 34.89%, -18.60%, -42.40%, 12.70%, 30.40%, 14.40%, 2.60, 1.70, 0.52, 0.57, 39.00%, 33.80%, 21.90%, 15.16%, 19.63%, 13.51%, -3.22%, 5.08%, 2.87%
17, AUY, Yamana Gold Inc., Basic Materials, Gold, Canada, 5.06B, 27.58, 0.59, 3.11, 1.14, -, 50.00%, 58.30%, 40.04%, 21.60%, 18.40%, -, -, -, -, -, -, -, -, -, -, 13.17%, 29.38%, 2.14%, -2.24%, -8.23%, 2.99%
19, AVNT, Avient Corporation, Basic Materials, Specialty Chemicals, USA, 4.74B, 16.10, 2.04, 1.28, 2.78, 43.84, 49.70%, 13.26%, 13.10%, 125.30%, 63.40%, 3.80%, 10.90%, 5.20%, 2.00, 1.60, 1.09, 1.10, 25.10%, 7.00%, 4.80%, 3.53%, 15.46%, 39.73%, 109.77%, 29.05%, 2.93%
22, AXU, Alexco Resource Corp., Basic Materials, Other Precious Metals & Mining, Canada, 430.30M, 9.64, -, 84.37, 3.40, -, -341.50%, 281.61%, -, -24.90%, 533.30%, -22.60%, -26.00%, -11.00%, 2.00, 1.70, 0.02, 0.04, -51.30%, -, -, 15.11%, 20.30%, 29.03%, 39.74%, 0.95%, 4.70%
24, BBL, BHP Group, Basic Materials, Other Industrial Metals & Mining, Australia, 170.36B, 8.66, 4.17, 3.68, 3.14, 15.09, -5.70%, 26.55%, 5.30%, 0.20%, 23.60%, 6.80%, 14.50%, 12.10%, 1.40, 1.10, 0.39, 0.46, -, 34.30%, 15.00%, -2.16%, -6.68%, 28.87%, 54.19%, 14.56%, 1.91%
26, BCPC, Balchem Corporation, Basic Materials, Specialty Chemicals, USA, 4.25B, 32.59, 2.01, 5.95, 4.97, 36.94, 6.20%, 10.44%, 24.00%, 17.90%, 6.50%, 7.60%, 10.70%, 9.00%, 3.20, 2.30, 0.18, 0.18, 31.80%, 16.10%, 12.30%, 5.12%, 9.60%, 27.35%, 30.15%, 13.70%, 2.39%
28, BIOX, Bioceres Crop Solutions Corp., Basic Materials, Agricultural Inputs, Argentina, 601.65M, 15.67, -, 3.43, 9.09, -, 115.30%, 9900.00%, -, 63.70%, 40.90%, -4.40%, -27.00%, 18.90%, 1.20, 1.00, 1.61, 3.02, 46.20%, 18.90%, -8.30%, 0.52%, 92.24%, 174.78%, 129.60%, 147.74%, 4.62%
30, BVN, Compania de Minas Buenaventura S.A.A., Basic Materials, Other Precious Metals & Mining, Peru, 2.77B, 12.10, -, 3.71, 1.11, 69.83, 247.20%, 21.90%, 18.43%, 126.50%, 62.40%, -1.10%, -1.70%, -3.30%, 1.60, 1.40, 0.19, 0.22, 13.60%, -4.30%, -5.90%, 17.79%, 4.25%, 6.18%, 46.75%, -5.50%, 3.82%
32, CC, The Chemours Company, Basic Materials, Specialty Chemicals, USA, 5.92B, 9.29, 1.55, 1.16, 7.00, 14.21, 517.30%, 20.06%, 18.05%, -6.20%, 10.00%, 3.00%, 28.20%, 8.00%, 1.90, 1.20, 4.67, 4.70, 20.90%, 6.80%, 4.20%, 15.31%, 49.65%, 43.72%, 174.07%, 44.94%, 3.78%
34, CCNC, Code Chain New Continent Limited, Basic Materials, Coking Coal, China, 98.79M, -, -, 9.78, 2.70, -, -761.70%, -, -, -, -34.60%, -79.70%, -94.00%, -21.40%, 5.70, -, 0.00, 0.00, 42.70%, -, -, -16.15%, -63.11%, 65.64%, 40.62%, 39.18%, 11.01%
36, CE, Celanese Corporation, Basic Materials, Chemicals, USA, 18.63B, 12.90, 0.41, 3.11, 5.30, 32.91, 144.90%, -3.85%, 22.23%, 50.10%, 23.20%, 20.40%, 69.30%, 25.20%, 1.90, 1.40, 0.89, 1.03, 23.90%, 36.80%, 34.90%, 4.85%, 16.10%, 24.39%, 84.02%, 27.33%, 2.12%
38, CF, CF Industries Holdings Inc., Basic Materials, Agricultural Inputs, USA, 11.33B, 18.60, -, 2.70, 3.77, 11.98, -33.80%, -6.66%, -5.21%, 122.70%, 7.90%, 3.30%, 13.70%, 8.60%, 1.70, 1.20, 1.23, 1.23, 21.70%, 17.10%, 9.50%, 7.13%, 15.84%, 39.30%, 81.04%, 37.35%, 3.25%
40, CGAU, Centerra Gold Inc., Basic Materials, Gold, Canada, 2.40B, -, -, 1.42, -, -, -, -, -, -, 23.80%, -, -, -, -, -, -, -, -, -, -, -12.72%, -15.27%, -13.37%, -20.07%, -30.08%, 5.04%
21, AXTA, Axalta Coating Systems Ltd., Basic Materials, Specialty Chemicals, USA, 7.49B, 14.09, 3.40, 1.96, 5.58, 16.33, -51.20%, 12.40%, 26.70%, -70.70%, 8.10%, 1.20%, 6.30%, 5.10%, 2.40, 1.90, 2.80, 2.84, 34.60%, 6.80%, 2.20%, 0.81%, 14.87%, 12.68%, 40.37%, 13.63%, 2.07%
23, BAK, Braskem S.A., Basic Materials, Chemicals, Brazil, 7.90B, 16.15, -, 0.60, 94.62, 10.07, -139.20%, 32.26%, 18.20%, 168.40%, 79.70%, -0.60%, 22.80%, 4.70%, 1.20, 0.80, 112.23, 136.52, 25.20%, 9.20%, -0.80%, -6.63%, 74.15%, 118.11%, 92.54%, 120.53%, 4.14%
25, BCC, Boise Cascade Company, Basic Materials, Lumber & Wood Production, USA, 2.64B, 11.71, -, 0.43, 2.61, 10.30, 115.20%, -52.79%, -, 77.50%, 55.60%, 15.30%, 37.10%, 15.80%, 2.30, 1.50, 0.48, 0.48, 18.50%, 8.20%, 5.10%, -3.42%, 25.82%, 50.77%, 101.08%, 38.05%, 4.42%
27, BHP, BHP Group, Basic Materials, Other Industrial Metals & Mining, Australia, 170.36B, 13.67, 5.09, 3.68, 3.83, 15.09, -5.70%, 8.29%, 5.30%, 0.20%, 23.60%, 6.80%, 14.50%, 12.10%, 1.40, 1.10, 0.39, 0.46, -, 34.30%, 15.00%, -0.88%, -5.90%, 29.29%, 57.35%, 13.42%, 1.82%
29, BTG, B2Gold Corp., Basic Materials, Gold, Canada, 5.36B, 24.29, 0.55, 3.00, 2.08, -, -45.50%, 250.00%, 15.80%, -5.00%, 52.90%, -, -, -, -, -, -, -, -, -, -, 3.66%, 16.70%, -3.95%, -6.93%, -8.93%, 3.34%
31, CBT, Cabot Corporation, Basic Materials, Specialty Chemicals, USA, 3.59B, 12.18, -, 1.30, 4.44, 34.51, -264.20%, 6.88%, 44.90%, -, 18.60%, -4.90%, -17.70%, -9.80%, 1.90, 1.20, 1.34, 1.40, 22.30%, 6.50%, -5.20%, 12.67%, 25.38%, 45.86%, 78.00%, 41.67%, 2.62%
33, CCF, Chase Corporation, Basic Materials, Specialty Chemicals, USA, 986.86M, -, -, 3.73, 3.12, 18.58, 3.70%, -, -, 16.90%, 4.30%, 10.90%, 12.70%, 11.90%, 7.20, 5.70, 0.00, 0.00, 39.60%, 20.30%, 14.60%, -11.10%, -5.60%, -1.71%, 6.37%, 4.94%, 2.34%
35, CDE, Coeur Mining Inc., Basic Materials, Gold, USA, 2.56B, 23.96, -, 3.14, 3.49, 162.08, 106.70%, 10.71%, -, 117.00%, 16.70%, 2.80%, 5.80%, 4.70%, 1.80, 1.50, 0.54, 0.57, 47.30%, 12.90%, 4.90%, 26.37%, 18.32%, 43.45%, 80.87%, 0.48%, 5.59%
37, CENX, Century Aluminum Company, Basic Materials, Aluminum, USA, 1.23B, 9.13, -, 0.76, 3.00, -, -51.40%, 2880.00%, -, -, 5.40%, -18.30%, -47.50%, -9.10%, 1.20, 0.40, 0.60, 0.78, -3.80%, -7.00%, -16.00%, -14.99%, -11.74%, 31.62%, 128.36%, 23.39%, 8.98%
39, CGA, China Green Agriculture Inc., Basic Materials, Agricultural Inputs, China, 88.85M, -, -, 0.37, 0.35, -, -811.40%, -, 12.50%, 71.50%, 0.30%, -43.70%, -59.50%, -51.30%, 2.60, 1.90, 0.00, 0.02, 17.10%, -55.20%, -57.10%, -23.14%, 132.30%, 308.32%, 332.88%, 213.61%, 11.24%
42, CINR, Ciner Resources LP, Basic Materials, Chemicals, USA, 255.25M, -, -, 0.63, 1.45, -, -76.00%, -, -, -63.80%, 11.70%, 1.50%, 4.60%, 10.80%, 2.90, 2.40, 0.84, 0.86, 11.70%, 5.90%, 1.90%, -2.67%, -2.67%, 2.00%, 7.32%, 1.27%, 3.14%
44, CLW, Clearwater Paper Corporation, Basic Materials, Paper & Paper Products, USA, 479.59M, 11.41, 1.33, 0.26, 0.89, 2.10, -88.50%, 307.83%, 5.00%, 15.00%, -10.90%, 4.30%, 15.60%, 10.00%, 2.10, 0.90, 1.34, 1.34, 16.20%, 8.80%, 4.30%, -16.73%, -19.88%, -19.88%, -1.52%, -24.42%, 3.75%
46, CMCL, Caledonia Mining Corporation Plc, Basic Materials, Gold, USA, 176.93M, 4.05, -, 1.82, 1.16, 9.17, -54.60%, 36.14%, -, -43.50%, 8.90%, 9.90%, 12.50%, 18.00%, 4.00, 2.70, 0.00, 0.00, 48.00%, 37.70%, 17.60%, 3.37%, 7.76%, -1.60%, -5.58%, -7.30%, 5.44%
48, CMT, Core Molding Technologies Inc., Basic Materials, Specialty Chemicals, USA, 113.27M, -, -, 0.49, 1.10, 6.82, 152.90%, -, -, -57.20%, 13.70%, 2.10%, 3.90%, 11.50%, 1.50, 1.10, 0.25, 0.31, 15.80%, 5.00%, 1.60%, 17.39%, 7.57%, 19.15%, 184.21%, -4.12%, 4.61%
50, CPAC, Cementos Pacasmayo S.A.A., Basic Materials, Building Materials, Peru, 634.39M, 23.30, 0.82, 1.67, 1.76, 11.56, -56.20%, 5.94%, 38.15%, 196.50%, 55.30%, 2.60%, 5.70%, 5.60%, 2.20, 1.00, 0.76, 0.76, 28.50%, 14.30%, 5.40%, 11.56%, -11.48%, -6.85%, -16.89%, 0.27%, 4.40%
52, CRKN, Crown ElectroKinetics Corp., Basic Materials, Specialty Chemicals, USA, 55.90M, 173.60, -, -, -, -, -42.00%, 103.80%, -, -238.70%, -, -, 344.80%, 207.50%, 0.00, 0.00, -, -, -, -, -, 5.60%, -9.58%, -71.07%, -, 11.28%, 7.15%
54, CTVA, Corteva Inc., Basic Materials, Agricultural Inputs, USA, 33.30B, 19.64, 1.63, 2.31, 1.38, 28.41, 355.00%, 19.87%, 19.55%, 126.00%, 5.60%, 2.40%, 4.10%, 2.30%, 1.70, 1.20, 0.04, 0.09, 40.00%, 4.10%, 7.00%, -8.19%, -1.66%, 17.94%, 66.61%, 17.51%, 2.54%
56, DD, DuPont de Nemours Inc., Basic Materials, Chemicals, USA, 45.08B, 19.32, -, 2.35, 1.88, 15.99, -314.70%, 17.05%, 29.80%, 217.70%, 8.30%, 4.70%, 8.70%, -3.80%, 2.20, 1.80, 0.39, 0.46, 33.60%, -6.20%, 16.00%, 8.56%, 15.04%, 30.36%, 66.75%, 18.96%, 2.31%
58, DOW, Dow Inc., Basic Materials, Chemicals, USA, 51.29B, 13.19, -, 1.26, 3.64, 20.58, 167.40%, -13.92%, -5.43%, 313.80%, 21.60%, 3.30%, 15.40%, 1.00%, 1.70, 1.10, 1.16, 1.20, 13.50%, 5.00%, 4.80%, 6.81%, 11.18%, 21.25%, 77.25%, 23.28%, 2.39%
60, ECL, Ecolab Inc., Basic Materials, Specialty Chemicals, USA, 61.83B, 34.97, 4.38, 5.31, 9.78, 78.14, -36.60%, 21.37%, 16.24%, -32.80%, -4.50%, -7.10%, -21.30%, 8.80%, 1.80, 1.30, 1.06, 1.07, 41.20%, 10.60%, -11.10%, -4.30%, 1.83%, -1.35%, 1.18%, -0.59%, 1.55%
41, CHNR, China Natural Resources Inc., Basic Materials, Other Industrial Metals & Mining, Hong Kong, 52.40M, -, -, 47.63, 2.82, -, 498.70%, -, -, -, -100.00%, 63.30%, 428.10%, -5.60%, 4.60, 4.60, 0.01, 0.01, 0.20%, -, -, -10.19%, -31.88%, -2.08%, 74.07%, 2.17%, 6.50%
43, CLF, Cleveland-Cliffs Inc., Basic Materials, Steel, USA, 10.09B, 9.95, -, 1.12, 4.12, -, -131.30%, -44.87%, 27.43%, 140.50%, 1027.90%, -0.20%, -1.90%, 1.30%, 2.00, 0.70, 2.40, 0.00, 8.50%, 1.90%, -0.30%, 15.70%, 43.82%, 79.96%, 285.44%, 38.19%, 6.90%
45, CMC, Commercial Metals Company, Basic Materials, Steel, USA, 3.80B, 13.19, -, 0.68, 1.88, 12.56, 34.00%, -11.17%, -3.73%, 3.00%, 9.00%, 6.50%, 13.80%, 11.40%, 3.30, 2.10, 0.50, 0.51, 16.70%, 7.20%, 4.70%, 5.53%, 15.02%, 50.07%, 83.39%, 53.21%, 3.64%
47, CMP, Compass Minerals International Inc., Basic Materials, Other Industrial Metals & Mining, USA, 2.41B, 22.33, 1.36, 1.74, 19.26, -, -3.90%, 45.90%, 27.55%, -2.90%, 22.80%, -9.20%, -65.50%, 7.60%, 2.10, 1.50, 9.60, 9.60, 23.20%, 11.50%, -13.90%, 0.72%, 5.97%, 8.09%, 45.08%, 13.25%, 2.67%
49, CNEY, CN Energy Group. Inc., Basic Materials, Specialty Chemicals, China, 73.91M, -, -, 5.91, -, -, 40.60%, -, -, 50.10%, 54.30%, 9.20%, 12.30%, 7.90%, 1.90, 1.50, 0.00, 0.08, 26.90%, 16.20%, 18.80%, 8.50%, -5.09%, -, -, -15.51%, 5.53%
51, CRH, CRH plc, Basic Materials, Building Materials, Ireland, 40.95B, 16.30, 5.56, 1.48, 2.08, 18.32, -29.60%, 8.49%, 6.60%, 34.00%, 19.70%, -, -, 5.30%, 2.00, 1.60, 0.63, 0.70, 33.20%, 8.20%, 4.10%, 8.19%, 16.96%, 22.63%, 61.91%, 22.29%, 1.43%
53, CSTM, Constellium SE, Basic Materials, Aluminum, France, 2.55B, 14.27, -, 0.43, -, 13.76, -136.60%, 55.92%, 53.48%, 26.10%, -9.40%, -0.50%, 13.80%, 6.20%, 1.30, 0.80, -, -, 10.00%, 2.60%, -0.40%, 12.61%, 27.21%, 39.53%, 117.54%, 27.66%, 4.31%
55, CX, CEMEX S.A.B. de C.V., Basic Materials, Building Materials, Mexico, 12.32B, 12.25, -, 0.93, 1.40, 4.74, 176.70%, -2.73%, 33.20%, 1475.90%, 10.90%, -3.00%, -10.30%, -2.70%, 0.90, 0.70, 1.11, 1.20, 32.50%, 2.40%, -6.40%, 2.60%, 21.05%, 76.17%, 245.00%, 60.15%, 3.57%
57, DNMR, Danimer Scientific Inc., Basic Materials, Specialty Chemicals, USA, 1.99B, -, -, 32.91, 6.66, -, 50.00%, 60.00%, -, -, -, -28.30%, -40.30%, -2.50%, 14.30, 13.60, 0.11, 0.11, 21.30%, -, -, -14.26%, -44.81%, 93.04%, -, -5.66%, 10.66%
59, DRD, DRDGOLD Limited, Basic Materials, Gold, South Africa, 1.05B, 26.76, 1.21, 2.86, 3.17, 24.74, 601.80%, -53.38%, 10.00%, 185.20%, 137.70%, 24.60%, 34.90%, 14.50%, 4.50, 4.00, 0.01, 0.01, 38.70%, 33.90%, 24.80%, 24.41%, 38.18%, 26.39%, 32.04%, 8.61%, 4.27%
62, EMN, Eastman Chemical Company, Basic Materials, Chemicals, USA, 17.08B, 13.78, 8.78, 1.98, 2.74, 20.14, -36.10%, 5.67%, 3.96%, 5.40%, 7.50%, 3.10%, 8.10%, 6.00%, 1.90, 1.10, 0.83, 0.89, 23.10%, 8.80%, 5.70%, 7.55%, 12.12%, 25.60%, 84.20%, 25.05%, 2.30%
64, EQX, Equinox Gold Corp., Basic Materials, Gold, Canada, 2.74B, -, -, 2.91, 1.50, -, 157.90%, -, -, 331.30%, 76.70%, -, -, 7.60%, 2.30, 1.60, 0.37, 0.39, 47.70%, -, -, 14.23%, 15.65%, -4.90%, 0.98%, -9.96%, 3.71%
66, EVA, Enviva Partners LP, Basic Materials, Lumber & Wood Production, USA, 1.96B, 25.47, -, 2.15, 4.59, -, 601.20%, 32.87%, -, -117.30%, 17.80%, 0.60%, 1.60%, 4.40%, 1.10, 0.70, 2.25, 2.28, 12.20%, 6.00%, 0.90%, -2.24%, -6.68%, 8.43%, 39.79%, 7.66%, 1.79%
68, EXN, Excellon Resources Inc., Basic Materials, Other Industrial Metals & Mining, Canada, 94.20M, -, -, 3.60, -, -, -, -, -, -, 40.80%, -, -, -, -, -, -, -, -, -, -, 3.56%, -4.59%, 15.94%, -0.67%, -1.02%, 6.91%
70, FCX, Freeport-McMoRan Inc., Basic Materials, Copper, USA, 62.42B, 12.24, 0.95, 3.84, 5.72, -, 344.60%, 23.90%, 36.80%, 242.10%, 73.30%, -, -, 7.00%, 2.40, 1.50, 0.84, 0.90, 29.30%, -, -, 11.25%, 22.41%, 81.48%, 371.00%, 64.18%, 4.49%
72, FMC, FMC Corporation, Basic Materials, Agricultural Inputs, USA, 14.98B, 14.41, 3.01, 3.27, 5.02, 41.31, 8.40%, 13.37%, 9.10%, -10.30%, -4.40%, 5.20%, 18.00%, 12.10%, 1.40, 1.00, 0.87, 1.20, 43.70%, 19.00%, 11.50%, -2.94%, 9.39%, 0.01%, 18.58%, 1.53%, 1.94%
74, FOE, Ferro Corporation, Basic Materials, Specialty Chemicals, USA, 1.78B, 17.01, 2.88, 1.79, 3.69, -, -14.30%, 7.26%, 19.88%, 13.80%, 14.30%, 7.70%, 32.70%, 4.80%, 2.00, 1.20, 0.74, 0.76, 31.00%, 8.50%, 13.50%, 27.43%, 29.34%, 49.38%, 79.70%, 47.64%, 1.34%
76, FSI, Flexible Solutions International Inc., Basic Materials, Specialty Chemicals, Canada, 40.40M, 8.53, -, 1.32, 1.74, 11.88, 52.90%, 2.70%, -, 12.70%, -9.50%, 9.10%, 14.80%, 9.70%, 2.40, 1.20, 0.10, 0.28, 31.10%, 15.00%, 10.30%, -0.61%, -16.28%, 30.12%, 94.96%, 30.12%, 4.96%
78, FUL, H.B. Fuller Company, Basic Materials, Specialty Chemicals, USA, 3.53B, 17.01, 1.74, 1.23, 2.52, 13.46, -6.40%, 14.54%, 14.60%, 196.80%, 12.30%, 3.60%, 10.70%, 5.60%, 1.90, 1.20, 1.21, 1.22, 27.20%, 8.30%, 5.00%, 1.84%, 19.05%, 29.22%, 83.73%, 33.23%, 2.12%
80, GATO, Gatos Silver Inc., Basic Materials, Other Precious Metals & Mining, USA, 976.73M, 12.06, -, -, 3.86, -, -110.30%, 200.64%, -, 93.10%, -, -, -, -, 11.20, -, 0.00, 0.00, -, -, -, 47.92%, 31.28%, 169.19%, -, 30.78%, 8.14%
61, EGO, Eldorado Gold Corporation, Basic Materials, Gold, Canada, 2.14B, 14.18, 3.55, 2.05, 0.57, 8.64, 19.60%, 31.76%, 5.00%, 269.30%, 9.70%, 2.40%, 3.30%, 3.70%, 3.20, 2.50, 0.12, 0.14, 32.80%, 23.50%, 11.20%, 9.90%, 13.58%, -1.00%, 41.43%, -10.47%, 3.60%
63, EMX, EMX Royalty Corporation, Basic Materials, Other Industrial Metals & Mining, Canada, -, -, -, -, -, -, -, -, -, -, 105.10%, -, -, -, -, -, -, -, -, -, -, 6.71%, 13.27%, 17.45%, 96.63%, 4.48%, 3.96%
65, ESI, Element Solutions Inc, Basic Materials, Specialty Chemicals, USA, 5.83B, 15.92, 3.14, 2.99, 2.46, 28.01, 1.30%, 8.01%, 12.30%, 893.20%, 21.50%, 3.40%, 6.60%, 6.00%, 3.30, 2.60, 0.64, 0.64, 42.50%, 14.20%, 7.70%, 8.99%, 24.41%, 67.79%, 114.78%, 31.92%, 2.79%
67, EXK, Endeavour Silver Corp., Basic Materials, Silver, Canada, 1.19B, 27.66, -, 7.85, 5.77, 117.40, 102.20%, 88.11%, -, 166.60%, 57.50%, 14.40%, 18.60%, 0.80%, 4.10, 3.50, 0.03, 0.05, 23.80%, 14.60%, 19.40%, 35.52%, 27.62%, 122.75%, 287.50%, 47.62%, 6.13%
69, EXP, Eagle Materials Inc., Basic Materials, Building Materials, USA, 6.28B, 15.71, 2.30, 3.87, 4.52, 10.73, 73.00%, 11.41%, 8.00%, 98.40%, 12.50%, 11.90%, 28.00%, 14.10%, 3.90, 2.50, 0.74, 0.00, 25.20%, 26.10%, 20.90%, 2.82%, 14.09%, 55.65%, 119.83%, 44.81%, 2.85%
71, FF, FutureFuel Corp., Basic Materials, Chemicals, USA, 458.35M, -, 2.39, 2.38, 1.24, -, -47.20%, -, 10.00%, -146.10%, -21.80%, 4.20%, 5.10%, 10.00%, 7.90, 6.90, 0.00, 0.00, 2.20%, -2.50%, 9.70%, -5.14%, -20.44%, 0.50%, -6.88%, -4.09%, 6.81%
